id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_newConfirm,total_newDead,total_newHeal,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm
420000,2021-04-07 00:04:18,湖北,68152,0,63639,4512,0,0,,,,,,,,,
810000,2021-04-07 00:04:18,香港,11531,0,11145,205,0,0,,,,,,,,,
440000,2021-04-07 08:19:22,广东,2290,0,2242,8,0,0,,,,,,,,,
310000,2021-04-07 08:19:21,上海,1904,0,1858,7,0,0,,,,,,,,,
230000,2021-04-07 00:04:17,黑龙江,1610,0,1597,13,0,0,,,,,,,,,
330000,2021-04-07 00:04:18,浙江,1324,0,1320,1,0,0,,,,,,,,,
130000,2021-04-07 00:04:18,河北,1317,0,1310,7,0,0,,,,,,,,,
410000,2021-04-07 00:04:18,河南,1311,0,1283,22,0,0,,,,,,,,,
110000,2021-04-07 08:19:22,北京,1053,0,1038,9,0,0,459.0,0.0,453.0,,,,,,
700000,2021-04-07 00:04:17,台湾,1050,0,1004,10,0,0,,,,,,,,,
430000,2021-04-07 00:04:18,湖南,1043,0,1033,4,0,0,,,,,,,,,
340000,2021-04-07 00:04:18,安徽,994,0,988,6,0,0,,,,,,,,,
650000,2021-04-07 00:04:18,新疆,980,0,977,3,0,0,,,,,,,,,
510000,2021-04-07 08:39:21,四川,954,0,931,3,0,0,,,,,,,,,
360000,2021-04-07 00:04:18,江西,937,0,936,1,0,0,,,,,,,,,
370000,2021-04-07 08:19:22,山东,871,0,862,7,0,0,,,,,,,,,
320000,2021-04-07 00:04:18,江苏,714,0,704,0,0,0,,,,,,,,,
500000,2021-04-07 00:04:18,重庆,591,0,585,6,0,0,,,,,,,,,
220000,2021-04-07 00:04:18,吉林,573,0,570,3,0,0,,,,,,,,,
350000,2021-04-07 00:04:18,福建,572,0,552,1,0,0,,,,,,,,,
610000,2021-04-07 00:04:18,陕西,572,0,558,3,0,0,,,,,,,,,
210000,2021-04-07 00:04:18,辽宁,407,0,405,2,0,0,,,,,,,,,
150000,2021-04-07 00:04:18,内蒙古,376,0,370,1,0,0,,,,,,,,,
120000,2021-04-07 00:04:18,天津,375,0,364,3,0,0,,,,,,,,,
530000,2021-04-07 07:39:21,云南,301,0,231,2,0,0,,,,,,,,,
450000,2021-04-07 00:04:18,广西,267,0,265,2,0,0,,,,,,,,,
140000,2021-04-07 00:04:18,山西,245,0,240,0,0,0,,,,,,,,,
620000,2021-04-07 00:04:18,甘肃,193,0,189,2,0,0,,,,,,,,,
460000,2021-04-07 00:04:18,海南,171,0,165,6,0,0,,,,,,,,,
520000,2021-04-07 00:04:18,贵州,147,0,145,2,0,0,,,,,,,,,
640000,2021-04-07 00:04:18,宁夏,75,0,75,0,0,0,,,,,,,,,
820000,2021-04-07 00:04:18,澳门,48,0,48,0,0,0,,,,,,,,,
630000,2021-04-07 00:04:17,青海,18,0,18,0,0,0,,,,,,,,,
540000,2021-04-07 00:04:17,西藏,1,0,1,0,0,0,,,,,,,,,
