id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_newConfirm,total_newDead,total_newHeal,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm
420000,2021-04-09 00:00:09,湖北,68153,0,63639,4512,0,0,,,,0,,0,0,,0
810000,2021-04-09 09:30:26,香港,11549,0,11174,205,0,0,,,,10,,11,0,,-1
440000,2021-04-09 08:45:23,广东,2295,0,2245,8,0,0,,,,4,,3,0,,1
310000,2021-04-09 08:45:19,上海,1916,0,1861,7,0,0,,,,3,,1,0,,2
230000,2021-04-09 00:00:09,黑龙江,1610,0,1597,13,0,0,,,,0,,0,0,,0
330000,2021-04-09 00:00:09,浙江,1324,0,1320,1,0,0,,,,0,,0,0,,0
130000,2021-04-09 00:00:09,河北,1317,0,1310,7,0,0,,,,0,,0,0,,0
410000,2021-04-09 09:30:25,河南,1311,0,1284,22,0,0,,,,0,,1,0,,-1
110000,2021-04-09 08:45:21,北京,1054,0,1038,9,0,0,460.0,0.0,453.0,1,,0,0,,1
700000,2021-04-09 08:45:19,台湾,1050,0,1007,10,0,0,,,,0,,0,0,,0
430000,2021-04-09 09:30:27,湖南,1044,0,1033,4,0,0,,,,1,,0,0,,1
340000,2021-04-09 00:00:09,安徽,994,0,988,6,0,0,,,,0,,0,0,,0
650000,2021-04-09 00:00:09,新疆,980,0,977,3,0,0,,,,0,,0,0,,0
510000,2021-04-09 08:45:21,四川,954,0,933,3,0,0,,,,0,,0,0,,0
360000,2021-04-09 00:00:09,江西,937,0,936,1,0,0,,,,0,,0,0,,0
370000,2021-04-09 00:00:09,山东,871,0,862,7,0,0,,,,0,,0,0,,0
320000,2021-04-09 08:45:21,江苏,716,0,707,0,0,0,,,,0,,0,0,,0
500000,2021-04-09 00:00:09,重庆,591,0,585,6,0,0,,,,0,,0,0,,0
610000,2021-04-09 11:10:26,陕西,575,0,560,3,0,0,,,,2,,0,0,,2
350000,2021-04-09 11:10:27,福建,574,0,554,1,0,0,,,,1,,0,0,,1
220000,2021-04-09 00:00:09,吉林,573,0,570,3,0,0,,,,0,,0,0,,0
210000,2021-04-09 00:00:09,辽宁,407,0,405,2,0,0,,,,0,,0,0,,0
150000,2021-04-09 08:45:23,内蒙古,377,0,370,1,0,0,,,,0,,0,0,,0
120000,2021-04-09 08:45:20,天津,375,0,366,3,0,0,,,,0,,0,0,,0
530000,2021-04-09 08:45:22,云南,320,0,231,2,0,0,,,,8,,0,0,,8
450000,2021-04-09 00:00:09,广西,267,0,265,2,0,0,,,,0,,0,0,,0
140000,2021-04-09 09:30:26,山西,246,0,240,0,0,0,,,,1,,0,0,,1
620000,2021-04-09 00:00:09,甘肃,193,0,189,2,0,0,,,,0,,0,0,,0
460000,2021-04-09 00:00:09,海南,171,0,165,6,0,0,,,,0,,0,0,,0
520000,2021-04-09 00:00:09,贵州,147,0,145,2,0,0,,,,0,,0,0,,0
640000,2021-04-09 00:00:09,宁夏,75,0,75,0,0,0,,,,0,,0,0,,0
820000,2021-04-09 08:45:19,澳门,49,0,48,0,0,0,,,,0,,0,0,,0
630000,2021-04-09 00:00:09,青海,18,0,18,0,0,0,,,,0,,0,0,,0
540000,2021-04-09 00:00:09,西藏,1,0,1,0,0,0,,,,0,,0,0,,0
