id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_newConfirm,total_newDead,total_newHeal,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm
420000,2021-04-12 00:01:40,湖北,68154,0,63640,4512,0,0,,,,0,,0,0,,0
810000,2021-04-12 09:06:59,香港,11581,0,11206,207,0,0,,,,13,,13,0,,0
440000,2021-04-12 08:37:03,广东,2299,0,2253,8,0,0,,,,3,,4,0,,-1
310000,2021-04-12 08:37:02,上海,1925,0,1866,7,0,0,,,,3,,0,0,,3
230000,2021-04-12 00:01:39,黑龙江,1610,0,1597,13,0,0,,,,0,,0,0,,0
330000,2021-04-12 00:01:39,浙江,1325,0,1320,1,0,0,,,,0,,0,0,,0
130000,2021-04-12 00:01:39,河北,1317,0,1310,7,0,0,,,,0,,0,0,,0
410000,2021-04-12 00:01:39,河南,1311,0,1284,22,0,0,,,,0,,0,0,,0
110000,2021-04-12 08:37:02,北京,1057,0,1038,9,0,0,463.0,0.0,453.0,1,,0,0,,1
700000,2021-04-12 09:06:57,台湾,1057,0,1022,11,0,0,,,,1,,2,1,,-2
430000,2021-04-12 09:06:59,湖南,1044,0,1035,4,0,0,,,,0,,2,0,,-2
340000,2021-04-12 00:01:39,安徽,994,0,988,6,0,0,,,,0,,0,0,,0
650000,2021-04-12 00:01:39,新疆,980,0,977,3,0,0,,,,0,,0,0,,0
510000,2021-04-12 00:01:40,四川,955,0,933,3,0,0,,,,0,,0,0,,0
360000,2021-04-12 00:01:39,江西,937,0,936,1,0,0,,,,0,,0,0,,0
370000,2021-04-12 08:37:03,山东,873,0,862,7,0,0,,,,1,,0,0,,1
320000,2021-04-12 00:01:40,江苏,716,0,708,0,0,0,,,,0,,0,0,,0
500000,2021-04-12 00:01:40,重庆,591,0,585,6,0,0,,,,0,,0,0,,0
350000,2021-04-12 09:26:57,福建,580,0,555,1,0,0,,,,4,,0,0,,4
610000,2021-04-12 09:26:57,陕西,578,0,561,3,0,0,,,,2,,0,0,,2
220000,2021-04-12 00:01:39,吉林,573,0,570,3,0,0,,,,0,,0,0,,0
210000,2021-04-12 00:01:40,辽宁,408,0,405,2,0,0,,,,0,,0,0,,0
150000,2021-04-12 00:01:40,内蒙古,377,0,374,1,0,0,,,,0,,0,0,,0
120000,2021-04-12 00:01:39,天津,376,0,366,3,0,0,,,,0,,0,0,,0
530000,2021-04-12 08:37:02,云南,323,0,231,2,0,0,,,,2,,0,0,,2
450000,2021-04-12 00:01:40,广西,270,0,265,2,0,0,,,,0,,0,0,,0
140000,2021-04-12 00:01:40,山西,248,0,240,0,0,0,,,,0,,0,0,,0
620000,2021-04-12 08:37:02,甘肃,193,0,190,2,0,0,,,,0,,1,0,,-1
460000,2021-04-12 00:01:39,海南,171,0,165,6,0,0,,,,0,,0,0,,0
520000,2021-04-12 00:01:40,贵州,147,0,145,2,0,0,,,,0,,0,0,,0
640000,2021-04-12 00:01:39,宁夏,75,0,75,0,0,0,,,,0,,0,0,,0
820000,2021-04-12 00:01:39,澳门,49,0,48,0,0,0,,,,0,,0,0,,0
630000,2021-04-12 00:01:39,青海,18,0,18,0,0,0,,,,0,,0,0,,0
540000,2021-04-12 00:01:39,西藏,1,0,1,0,0,0,,,,0,,0,0,,0
