date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input
2021-02-11,107893626,0,0,0,,0,0,444162,0,0,0,,0,0
2021-02-12,108338938,0,0,0,,0,0,440574,0,0,0,,0,0
2021-02-13,108730477,0,0,0,,0,0,373350,0,0,0,,0,0
2021-02-14,109074550,0,0,0,,0,0,332691,0,0,0,,0,0
2021-02-15,109396780,0,0,0,,0,0,325090,0,0,0,,0,0
2021-02-16,109707567,0,0,0,,0,0,299643,0,0,0,,0,0
2021-02-17,110067530,0,0,0,,0,0,368086,0,0,0,,0,0
2021-02-18,110476713,0,0,0,,0,0,405801,0,0,0,,0,0
2021-02-19,110882204,0,0,0,,0,0,414133,0,0,0,,0,0
2021-02-20,111254526,0,0,0,,0,0,361650,0,0,0,,0,0
2021-02-21,111629286,0,0,0,,0,0,340733,0,0,0,,0,0
2021-02-22,111979220,0,0,0,,0,0,361676,0,0,0,,0,0
2021-02-23,112300073,0,0,0,,0,0,318405,0,0,0,,0,0
2021-02-24,112703018,0,0,0,,0,0,406833,0,0,0,,0,0
2021-02-25,113142367,0,0,0,,0,0,439821,0,0,0,,0,0
2021-02-26,113601854,0,0,0,,0,0,462473,0,0,0,,0,0
2021-02-27,114001085,0,0,0,,0,0,378901,0,0,0,,0,0
2021-02-28,114358758,0,0,0,,0,0,349514,0,0,0,,0,0
2021-03-01,114697856,0,0,0,,0,0,348066,0,0,0,,0,0
2021-03-02,115030239,0,0,0,,0,0,320693,0,0,0,,0,0
2021-03-03,115359693,0,0,0,,0,0,420713,0,0,0,,0,0
2021-03-04,115814604,0,0,0,,0,0,437560,0,0,0,,0,0
2021-03-05,116281633,0,0,0,,0,0,464601,0,0,0,,0,0
2021-03-06,116719470,0,0,0,,0,0,428447,0,0,0,,0,0
2021-03-07,117139518,0,0,0,,0,0,408482,0,0,0,,0,0
2021-03-08,117452339,0,0,0,,0,0,322232,0,0,0,,0,0
2021-03-09,117783778,0,0,0,,0,0,331483,0,0,0,,0,0
2021-03-10,118214832,0,0,0,,0,0,434555,0,0,0,,0,0
2021-03-11,118688512,0,0,0,,0,0,469048,0,0,0,,0,0
2021-03-12,119175720,0,0,0,,0,0,496556,0,0,0,,0,0
2021-03-13,119660756,0,0,0,,0,0,466323,0,0,0,,0,0
2021-03-14,120099504,0,0,0,,0,0,430753,0,0,0,,0,0
2021-03-15,120446426,0,0,0,,0,0,359320,0,0,0,,0,0
2021-03-16,120818003,0,0,0,,0,0,360424,0,0,0,,0,0
2021-03-17,121309739,0,0,0,,0,0,500892,0,0,0,,0,0
2021-03-18,121890756,0,0,0,,0,0,541072,0,0,0,,0,0
2021-03-19,122426397,0,0,0,,0,0,537540,0,0,0,,0,0
2021-03-20,122973454,0,0,0,,0,0,542274,0,0,0,,0,0
2021-03-21,123463966,0,0,0,,0,0,479884,0,0,0,,0,0
2021-03-22,123827014,0,0,0,,0,0,375374,0,0,0,,0,0
2021-03-23,124348677,0,0,0,,0,0,513120,0,0,0,,0,0
2021-03-24,124888753,0,0,0,,0,0,547042,0,0,0,,0,0
2021-03-25,125468204,0,0,0,,0,0,578739,0,0,0,,0,0
2021-03-26,126160429,0,0,0,,0,0,699460,0,0,0,,0,0
2021-03-27,126785444,0,0,0,,0,0,609663,0,0,0,,0,0
2021-03-28,127364712,0,0,0,,0,0,566852,0,0,0,,0,0
2021-03-29,127737969,0,0,0,,0,0,394877,0,0,0,,0,0
2021-03-30,128118934,0,0,0,,0,0,363045,0,0,0,,0,0
2021-03-31,128786382,0,0,0,,0,0,672851,0,0,0,,0,0
2021-04-01,129576694,0,0,0,,0,0,797908,0,0,0,,0,0
2021-04-02,130293012,0,0,0,,0,0,708009,0,0,0,,0,0
2021-04-03,130901185,0,0,0,,0,0,611382,0,0,0,,0,0
2021-04-04,131420409,0,0,0,,0,0,485176,0,0,0,,0,0
2021-04-05,131940732,0,0,0,,0,0,540488,0,0,0,,0,0
2021-04-06,132470261,0,0,0,,0,0,515880,0,0,0,,0,0
2021-04-07,133103699,0,0,0,,0,0,638746,0,0,0,,0,0
2021-04-08,133806265,0,0,0,,0,0,705922,0,0,0,,0,0
2021-04-09,134624776,0,0,0,,0,0,823718,0,0,0,,0,0
2021-04-10,135225283,0,0,0,,0,0,581903,0,0,0,,0,0
2021-04-11,136009833,0,0,0,,0,0,776081,0,0,0,,0,0
2021-04-12,136691987,0,0,0,,0,0,700940,0,0,0,,0,0
2021-04-13,137352813,0,0,0,,0,0,651696,0,0,0,,0,0
2021-04-14,138108315,0,0,0,,0,0,753300,0,0,0,,0,0
2021-04-15,138953408,0,0,0,,0,0,841133,0,0,0,,0,0
2021-04-16,139772802,0,0,0,,0,0,826251,0,0,0,,0,0
2021-04-17,140608724,0,0,0,,0,0,817730,0,0,0,,0,0
2021-04-18,141376893,0,0,0,,0,0,755734,0,0,0,,0,0
2021-04-19,142059172,0,0,0,,0,0,712192,0,0,0,,0,0
2021-04-20,142768455,0,0,0,,0,0,684838,0,0,0,,0,0
2021-04-21,143644684,0,0,0,,0,0,879859,0,0,0,,0,0
2021-04-22,144537042,0,0,0,,0,0,893847,0,0,0,,0,0
2021-04-23,145380826,0,0,0,,0,0,843229,0,0,0,,0,0
2021-04-24,146314021,0,0,0,,0,0,919892,0,0,0,,0,0
2021-04-25,147136579,0,0,0,,0,0,815076,0,0,0,,0,0
2021-04-26,147836446,0,0,0,,0,0,724318,0,0,0,,0,0
2021-04-27,148542962,0,0,0,,0,0,694554,0,0,0,,0,0
2021-04-28,149387407,0,0,0,,0,0,849003,0,0,0,,0,0
2021-04-29,150289720,0,0,0,,0,0,904978,0,0,0,,0,0
2021-04-30,151201588,0,0,0,,0,0,911401,0,0,0,,0,0
2021-05-01,152054907,0,0,0,,0,0,835447,0,0,0,,0,0
2021-05-02,152851882,0,0,0,,0,0,794777,0,0,0,,0,0
2021-05-03,153513667,0,0,0,,0,0,676254,0,0,0,,0,0
2021-05-04,154209761,0,0,0,,0,0,677329,0,0,0,,0,0
2021-05-05,155008929,0,0,0,,0,0,801199,0,0,0,,0,0
2021-05-06,155889179,0,0,0,,0,0,881484,0,0,0,,0,0
2021-05-07,156744047,0,0,0,,0,0,856411,0,0,0,,0,0
2021-05-08,157567682,0,0,0,,0,0,809756,0,0,0,,0,0
2021-05-09,158331017,0,0,0,,0,0,757966,0,0,0,,0,0
2021-05-10,158975539,0,0,0,,0,0,660660,0,0,0,,0,0
2021-05-11,159620125,0,0,0,,0,0,631558,0,0,0,,0,0
2021-05-12,160331518,0,0,0,,0,0,712402,0,0,0,,0,0
2021-05-13,161109811,0,0,0,,0,0,782097,0,0,0,,0,0
2021-05-14,161853335,0,0,0,,0,0,741848,0,0,0,,0,0
2021-05-15,162548002,0,0,0,,0,0,682393,0,0,0,,0,0
2021-05-16,163169969,0,0,0,,0,0,614245,0,0,0,,0,0
2021-05-17,163711064,0,0,0,,0,0,552437,0,0,0,,0,0
2021-05-18,164271316,0,0,0,,0,0,548830,0,0,0,,0,0
2021-05-19,164898547,0,0,0,,0,0,628266,0,0,0,,0,0
2021-05-20,165563323,0,0,0,,0,0,667611,0,0,0,,0,0
2021-05-21,166188060,0,0,0,,0,0,622894,0,0,0,,0,0
2021-05-22,166791833,0,0,0,,0,0,594195,0,0,0,,0,0
2021-05-23,167344694,0,0,0,,0,0,551259,0,0,0,,0,0
2021-05-24,167809757,0,0,0,,0,0,475394,0,0,0,,0,0
2021-05-25,167965415,0,0,0,,0,0,144676,0,0,0,,0,0
2021-05-26,168501787,0,0,0,,0,0,535620,0,0,0,,0,0
2021-05-27,169069067,0,0,0,,0,0,567655,0,0,0,,0,0
2021-05-28,169620548,0,0,0,,0,0,545821,0,0,0,,0,0
2021-05-29,170113657,0,0,0,,0,0,482793,0,0,0,,0,0
2021-05-30,170595722,0,0,0,,0,0,482636,0,0,0,,0,0
2021-05-31,170980622,0,0,0,,0,0,387231,0,0,0,,0,0
2021-06-01,171415841,0,0,0,,0,0,371571,0,0,0,,0,0
2021-06-02,171888401,0,0,0,,0,0,465942,0,0,0,,0,0
2021-06-03,172388599,0,0,0,,0,0,497500,0,0,0,,0,0
