id,lastUpdateTime,name,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_newConfirm,total_newDead,total_newHeal,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm
420000,2021-06-03 00:00:53,湖北,68159,0,63646,4512,0,0,,,,0,,0,0,,0
810000,2021-06-03 09:06:05,香港,11848,0,11576,210,0,0,,,,0,,1,0,,-1
700000,2021-06-03 09:06:04,台湾,9389,0,1133,149,0,0,,,,547,,0,12,,535
440000,2021-06-03 08:51:05,广东,2498,0,2388,8,0,0,,,,17,,0,0,,17
310000,2021-06-03 08:51:05,上海,2111,0,2033,7,0,0,,,,3,,2,0,,1
230000,2021-06-03 08:51:05,黑龙江,1612,0,1598,13,0,0,,,,0,,0,0,,0
330000,2021-06-03 00:00:53,浙江,1364,0,1323,1,0,0,,,,0,,0,0,,0
130000,2021-06-03 00:00:52,河北,1317,0,1310,7,0,0,,,,0,,0,0,,0
410000,2021-06-03 00:00:52,河南,1315,0,1290,22,0,0,,,,0,,0,0,,0
110000,2021-06-03 08:51:05,北京,1060,0,1046,9,0,0,466.0,0.0,461.0,1,,0,0,,1
430000,2021-06-03 09:06:06,湖南,1051,0,1040,4,0,0,,,,0,,1,0,,-1
510000,2021-06-03 08:51:05,四川,1030,0,994,3,0,0,,,,2,,0,0,,2
340000,2021-06-03 00:00:53,安徽,1004,0,997,6,0,0,,,,0,,0,0,,0
650000,2021-06-03 00:00:53,新疆,980,0,977,3,0,0,,,,0,,0,0,,0
360000,2021-06-03 00:00:52,江西,937,0,936,1,0,0,,,,0,,0,0,,0
370000,2021-06-03 08:51:05,山东,883,0,874,7,0,0,,,,0,,0,0,,0
320000,2021-06-03 08:51:05,江苏,727,0,718,0,0,0,,,,0,,0,0,,0
350000,2021-06-03 09:51:04,福建,625,0,589,1,0,0,,,,1,,0,0,,1
610000,2021-06-03 00:00:53,陕西,616,0,596,3,0,0,,,,0,,0,0,,0
500000,2021-06-03 00:00:53,重庆,598,0,586,6,0,0,,,,0,,0,0,,0
220000,2021-06-03 00:00:52,吉林,573,0,570,3,0,0,,,,0,,0,0,,0
210000,2021-06-03 08:51:05,辽宁,425,0,416,2,0,0,,,,0,,0,0,,0
120000,2021-06-03 09:06:04,天津,393,0,383,3,0,0,,,,0,,1,0,,-1
150000,2021-06-03 00:00:53,内蒙古,387,0,383,1,0,0,,,,0,,0,0,,0
530000,2021-06-03 08:51:05,云南,353,0,336,2,0,0,,,,0,,1,0,,-1
450000,2021-06-03 00:00:53,广西,275,0,268,2,0,0,,,,0,,0,0,,0
140000,2021-06-03 00:00:53,山西,253,0,248,0,0,0,,,,0,,0,0,,0
620000,2021-06-03 00:00:53,甘肃,194,0,192,2,0,0,,,,0,,0,0,,0
460000,2021-06-03 00:00:52,海南,188,0,181,6,0,0,,,,0,,0,0,,0
520000,2021-06-03 00:00:53,贵州,147,0,145,2,0,0,,,,0,,0,0,,0
640000,2021-06-03 00:00:53,宁夏,76,0,75,0,0,0,,,,0,,0,0,,0
820000,2021-06-03 00:00:52,澳门,51,0,49,0,0,0,,,,0,,0,0,,0
630000,2021-06-03 00:00:52,青海,18,0,18,0,0,0,,,,0,,0,0,,0
540000,2021-06-03 00:00:52,西藏,1,0,1,0,0,0,,,,0,,0,0,,0
